id,name,name_fr,name_ar,sector,category,sub_category,address,lat,lon,phone,website,opening_hours,operator,brand,source,source_type,source_url,confidence_score,is_verified,osm_amenity,osm_shop
osm_way_1362746901,Napht Club,,,wellness,fitness,,,33.5569891,-7.6377077,,,,,,OSM,osm,https://www.openstreetmap.org/way/1362746901,0.6,False,,
osm_way_1364347759,Plein Ciel Paradise,,,wellness,fitness,,Boulevard de la Corniche شارع الكورنيش,33.5974873,-7.6682183,+212 5 22 79 79 79,https://www.clubparadise.ma/,,,,OSM,osm,https://www.openstreetmap.org/way/1364347759,0.6,False,,
osm_way_1368230241,Boule Sportive Maarifienne الكرة الرياضية المعاريفية,Boule Sportive Maarifienne,الكرة الرياضية المعاريفية,wellness,fitness,,Rue Chaikh Zarrouk,33.5844288,-7.641593,,,,Boule Sportive Maarifienne,,OSM,osm,https://www.openstreetmap.org/way/1368230241,0.6,False,,
osm_way_1370374650,La Casablancaise,,,wellness,fitness,,,33.5889573,-7.6219004,,,,,,OSM,osm,https://www.openstreetmap.org/way/1370374650,0.6,False,,
osm_way_1372712391,Club de la Banque Populaire,,,wellness,fitness,,,33.5737514,-7.6634453,,,,Banque Populaire,,OSM,osm,https://www.openstreetmap.org/way/1372712391,0.6,False,,
osm_way_1373564255,Complexe Sportif Mohammed V المركب الرياضي محمد الخامس,Complexe Sportif Mohammed V,المركب الرياضي محمد الخامس,wellness,fitness,,,33.580414,-7.6455504,,,,,,OSM,osm,https://www.openstreetmap.org/way/1373564255,0.6,False,,
osm_way_1373564259,Association Sportive Casablancaise,,,wellness,fitness,,,33.57931,-7.6454788,,,,,,OSM,osm,https://www.openstreetmap.org/way/1373564259,0.6,False,,
osm_way_1374538268,Centre d'Accueil Bourgogne,,,wellness,fitness,,,33.5955471,-7.6438165,,,,,,OSM,osm,https://www.openstreetmap.org/way/1374538268,0.6,False,,
osm_way_1379138485,,,,wellness,fitness,,,33.5384032,-7.6852207,,,,,,OSM,osm,https://www.openstreetmap.org/way/1379138485,0.6,False,,
osm_way_1422141867,Atlantique Football Club,,,wellness,fitness,,,33.6083711,-7.6506235,,,,,,OSM,osm,https://www.openstreetmap.org/way/1422141867,0.6,False,,
osm_relation_20146703,Complexe Al Amal مركب الأمل,Complexe Al Amal,مركب الأمل,wellness,fitness,,,33.5560636,-7.648169,,https://www.casablancacity.ma/fr/article/214/complexe-al-amal,,,,OSM,osm,https://www.openstreetmap.org/relation/20146703,0.6,False,,
